Family,Distance_to_core,Time_to_germination,Days_to_flower,Veget_biomass,Avg_bnr_wdth,Avg_bnr_lgth,Avg_stolon_thick,Avg_seeds_per_flower,sex_asex
1_1,2.09634395245024,7,64,3.842733333333334,3.5891666666666664,6.6675,1.2633333333333334,2.2346287857913643,0.2044204645998508
1_2,2.09634395245024,14.333333333333334,64.33333333333333,3.9244,3.5927777777777776,6.122777777777777,1.245,2.787083333333334,0.2229130567730099
1_3,2.09634395245024,9,66,5.0094,2.6566666666666667,3.7583333333333337,1.165,2.9947368421052634,0.01644907573761333
1_6,2.09634395245024,6,64,4.6999,3.9891666666666663,6.345833333333333,1.3050000000000002,3.7734604105571847,0.2742717930168727
1_7,2.09634395245024,6.666666666666667,64,3.5740666666666665,3.338333333333334,6.3116666666666665,1.1616666666666666,3.037337662337662,0.09341366510604177
1_8,2.09634395245024,6.5,60.5,4.7184,3.6216666666666666,6.013333333333334,1.1725,2.6041666666666665,0.23775008477449985
10_1,14.971521867180057,7.333333333333333,68,4.742733333333334,3.803888888888889,6.541666666666666,1.3666666666666667,2.7919180403313533,0.31623114659619633
10_2,14.971521867180057,5.333333333333333,63,3.617066666666666,4.127777777777777,6.814444444444445,1.39,2.5902303278253016,0.5878059569448542
10_3,14.971521867180057,4.333333333333333,65.33333333333333,5.571733333333333,3.595,6.421111111111111,1.3133333333333332,3.022548285048285,0.5482674451995788
10_4,14.971521867180057,3.6666666666666665,63,4.444400000000001,3.82,6.831666666666667,1.39,2.93474234534137,0.5200852008520085
10_5,14.971521867180057,3,60.5,3.4341999999999997,3.705,6.638333333333334,1.4475,2.390726350615994,0.7745035233824472
10_6,14.971521867180057,4,63.666666666666664,3.6970666666666663,3.955,6.517777777777778,1.34,3.088935549502287,0.29540536641661863
10_8,14.971521867180057,8,65.66666666666667,2.437066666666667,3.5072222222222225,6.046666666666667,1.3883333333333332,2.2723044397463,0.5098205492942335
11_1,16.533738844636368,4.25,65.5,3.4674000000000005,3.4379166666666667,6.102083333333333,1.15625,2.5664680339985217,0.5473265270808099
11_2,16.533738844636368,4.333333333333333,67.33333333333333,3.5177333333333336,3.6216666666666666,6.153333333333333,1.26,3.627580893682589,0.41005571769700194
11_3,16.533738844636368,4,65.66666666666667,3.547733333333334,3.365,5.7988888888888885,1.25,2.5242278428395863,0.3205239025856885
11_4,16.533738844636368,4,58.333333333333336,3.119266666666667,3.2427777777777775,6.061111111111111,1.56,2.4474921557770397,0.7765072987240591
11_5,16.533738844636368,5,62.75,3.3786500000000004,3.7316666666666665,6.378333333333334,1.25125,2.504908482502822,0.5747265919820047
11_7,16.533738844636368,6.666666666666667,64,2.1360666666666672,3.556111111111111,5.795555555555556,1.3,2.8623470522803114,0.32183764551668176
11_8,16.533738844636368,3.5,64.5,3.6924,3.315833333333333,6.069166666666667,1.4874999999999998,2.9454545454545453,0.3066569169104106
12_1,18.51599892153233,4,60,2.2790666666666666,3.6716666666666664,6.532222222222222,1.65,2.4617716651878143,0.8319780026911602
12_2,18.51599892153233,4.333333333333333,58.5,3.6967333333333334,3.465,6.0825,1.4483333333333337,3.004972865056379,0.6368325188003823
12_3,18.51599892153233,4,65,3.692066666666667,3.1238888888888887,5.598888888888888,1.5583333333333331,2.3825396825396825,0.554016720535924
12_4,18.51599892153233,8.5,70,2.4922000000000004,3.1375,5.296666666666667,1.6425,2.824340496156534,0.3335607094133698
12_6,18.51599892153233,6.666666666666667,68,3.4554,3.482222222222222,6.056111111111111,1.3983333333333332,3.8193211161940934,0.25837819065810047
12_7,18.51599892153233,4.25,61.25,4.79415,3.3720833333333333,6.254166666666666,1.49125,1.6368656156156156,0.310341770699707
12_8,18.51599892153233,4.333333333333333,61.333333333333336,2.3557333333333337,3.2816666666666667,5.611111111111112,1.465,2.9923423423423423,0.30173194475888626
13_1,20.25081019161363,6.333333333333333,47.333333333333336,2.3254,3.1683333333333334,5.437777777777778,1.4,3.3136363636363635,0.3617155471460109
13_3,20.25081019161363,6.666666666666667,60.333333333333336,2.3994000000000004,3.388888888888889,5.973333333333334,1.48,3.6363346104725416,0.5329665749770777
13_5,20.25081019161363,4.666666666666667,70,3.4924,3.5572222222222223,5.901111111111111,1.2866666666666666,1.6424517374517371,0.3704615737028978
13_6,20.25081019161363,4,48.333333333333336,4.083066666666666,3.7083333333333335,6.370555555555556,1.4383333333333337,2.9727447408394463,0.7107729484374492
13_7,20.25081019161363,4.333333333333333,61.5,4.6130666666666675,3.193333333333334,5.264166666666666,1.3083333333333331,2.915430338258728,0.4597375570842244
13_8,20.25081019161363,4.75,61,3.53365,3.8758333333333335,6.620416666666666,1.32125,1.8311216176694771,0.4111329644984648
14_1,21.936116076110327,4.333333333333333,59,2.6457333333333337,3.597777777777778,6.326666666666667,1.2466666666666668,3.130879006832114,0.756110467167263
14_3,21.936116076110327,3.6666666666666665,60.333333333333336,2.8207333333333335,3.5016666666666665,6.0344444444444445,1.29,2.0226785035536565,0.916002930679965
14_4,21.936116076110327,4.333333333333333,61.666666666666664,2.5114,3.495,5.887777777777778,1.346666666666667,1.9920562089173992,0.6396697725040483
14_5,21.936116076110327,6,58.666666666666664,2.299066666666667,3.637777777777778,5.971666666666667,1.2566666666666668,2.2174609810479375,0.6126254132111582
14_6,21.936116076110327,5,67.66666666666667,4.445733333333334,3.6822222222222223,6.059444444444445,1.25,3.6621423330887746,0.38744264163392617
14_7,21.936116076110327,3.3333333333333335,62.666666666666664,4.612733333333334,3.509444444444444,6.2,1.278333333333333,0.9870390070921986,0.40174300125738904
14_8,21.936116076110327,3,55.333333333333336,3.3027333333333337,3.468888888888889,6.440555555555556,1.5066666666666668,2.7758372048006192,0.8589249308653438
15_1,23.663587997705708,3.75,61,4.20215,3.3616666666666664,5.745833333333334,1.29625,3.1471447629332436,0.5730518901038755
15_2,23.663587997705708,4,54.666666666666664,2.576066666666667,3.7094444444444448,6.661111111111111,1.3533333333333333,2.518355119825708,0.8820165109598612
15_3,23.663587997705708,3.3333333333333335,62.666666666666664,4.751733333333334,3.631666666666667,6.658333333333333,1.38,2.87856123655025,0.28336326393175826
15_4,23.663587997705708,3.3333333333333335,50.666666666666664,2.6539333333333337,3.493888888888889,5.946111111111112,1.3733333333333333,2.7121043417366946,0.6344545203345977
15_5,23.663587997705708,4.333333333333333,68,3.640733333333334,3.542222222222222,6.131666666666667,1.4983333333333333,3.4583858764186632,0.5306073867902072
15_6,23.663587997705708,3.5,68,5.9644,4.004166666666666,6.439166666666667,1.265,2.995330710955711,0.3423311649118101
15_7,23.663587997705708,4,65.66666666666667,3.794066666666667,3.431666666666666,6.351666666666667,1.225,2.597412421380799,0.6582558732055315
16_1,25.27159407214257,5.333333333333333,67.5,3.9090666666666665,3.831666666666667,6.714166666666667,1.3666666666666667,2.7943935097895287,0.30975851013029543
16_2,25.27159407214257,4,65,4.123066666666667,3.5661111111111112,5.713888888888889,1.5633333333333332,2.0768875192604006,0.2961711347540666
16_3,25.27159407214257,4,69.33333333333333,3.5647333333333333,3.5733333333333337,6.204444444444444,1.565,4.023148486027992,0.45411531484356016
16_4,25.27159407214257,5.333333333333333,67,5.2104,3.746666666666667,6.311666666666667,1.7475,4.494741784037559,0.17950637187164134
16_5,25.27159407214257,3.6666666666666665,66,3.460733333333333,3.793888888888889,6.341111111111111,1.4566666666666668,2.525514037597353,0.4787424630617789
16_6,25.27159407214257,3.75,63.5,2.8709000000000007,3.5720833333333335,6.390416666666667,1.5125,2.0604306722689074,0.6287401163398236
16_7,25.27159407214257,2.6666666666666665,68.66666666666667,3.851066666666667,3.0749999999999997,5.15,1.46,2.9441678520625887,0.2650694179967455
16_8,25.27159407214257,3,60.333333333333336,3.5914000000000006,3.786111111111111,6.807777777777778,1.5683333333333334,2.0348479014247207,0.4527853576135584
17_1,26.712604213541383,3,65,4.172066666666667,3.647222222222222,6.217777777777778,1.4233333333333331,2.8025657398634727,0.6071651140122402
17_2,26.712604213541383,4,57,2.554066666666667,3.463888888888889,5.950555555555556,1.2333333333333334,2.6082044876193744,1.0566677977604344
17_3,26.712604213541383,3.3333333333333335,58.5,2.2540666666666667,3.943333333333334,6.386666666666667,1.6966666666666663,2.103779069767442,0.24867646623879808
17_4,26.712604213541383,3.6666666666666665,66.33333333333333,4.782733333333334,3.8227777777777776,6.399444444444445,1.3266666666666669,2.8743323191345502,0.4175715420749641
17_5,26.712604213541383,3.6666666666666665,62,2.751066666666667,3.696666666666667,6.36,1.4583333333333333,2.2600630386460954,0.8054330441525712
17_6,26.712604213541383,3.3333333333333335,68.33333333333333,2.486266666666667,3.4255555555555555,5.722777777777778,1.3583333333333334,1.740880503144654,0.5809781734327237
17_7,26.712604213541383,4,69.33333333333333,4.210733333333334,3.3088888888888888,5.538333333333333,1.41,2.9286209947839046,0.28723421098462665
17_8,26.712604213541383,3.6666666666666665,66.66666666666667,3.8154,3.3794444444444443,5.955555555555556,1.336666666666667,2.7501157148189623,0.38627666823924106
18_1,27.663536159879555,7,55.5,2.4119,3.65625,6.904999999999999,1.185,2.786511821732461,1.3197271860359054
18_2,27.663536159879555,10,58.5,3.0824000000000003,3.6175,6.764166666666666,1.095,2.6461043360433605,0.6484773769357212
18_3,27.663536159879555,6.333333333333333,49.333333333333336,1.8724,2.993333333333333,5.613888888888889,1.5616666666666668,1.7255876068376068,0.9069287189347008
18_4,27.663536159879555,5.333333333333333,58,2.600733333333333,3.178888888888889,5.392222222222222,1.1683333333333334,2.3951406649616365,0.5789905411294253
18_5,27.663536159879555,6.333333333333333,53.666666666666664,2.408066666666667,3.4733333333333336,5.968888888888889,1.2716666666666667,2.279978591665306,0.7580631765454998
19_2,29.97539430161768,5.666666666666667,67,3.0690666666666666,3.1283333333333334,5.682777777777778,1.2916666666666667,1.440909090909091,0.3232687461986272
19_3,29.97539430161768,4.666666666666667,52.333333333333336,3.3897333333333335,3.195,6.234444444444445,1.1316666666666666,1.692866009943489,0.33300554615899
19_4,29.97539430161768,4.666666666666667,66.33333333333333,4.093733333333333,3.627222222222222,6.176666666666667,1.735,1.8002392344497609,0.46847213627332845
19_5,29.97539430161768,4,59,2.2740666666666667,3.2266666666666666,6.122777777777777,1.2383333333333335,2.3431752873563214,0.5811028700419221
19_6,29.97539430161768,11,57,2.8349,3.6625,7.255833333333333,1.4775,2.1024844720496896,0.41952097075734607
19_7,29.97539430161768,3.3333333333333335,66.66666666666667,2.861733333333334,3.163333333333333,5.668888888888889,1.3833333333333335,3.482638888888889,0.4788939104505428
19_8,29.97539430161768,3,56.5,4.4884,3.6333333333333337,6.2316666666666665,1.2433333333333334,2.234765962036238,0.5119567477646081
2_1,2.643358115446909,3.3333333333333335,60,4.1234,3.8027777777777776,6.746111111111111,1.5133333333333334,1.492108705541998,0.3051203699212624
2_2,2.643358115446909,6.666666666666667,54.666666666666664,3.7607333333333335,3.542222222222222,6.842222222222222,1.4583333333333333,3.108966833966834,0.6883763804931662
2_3,2.643358115446909,3.75,57.25,4.85365,3.6804166666666664,6.7787500000000005,1.4975,2.8163306874925413,0.45317441513088097
2_4,2.643358115446909,4,64.5,6.8519,3.7908333333333335,6.5375000000000005,1.555,1.7112068965517242,0.3834410893328858
2_5,2.643358115446909,6.6,58.25,5.5374,3.826666666666666,7.07125,1.633,2.600820747217806,0.326333658395637
2_6,2.643358115446909,5.666666666666667,57,4.7214,3.597777777777778,6.658888888888889,1.675,2.739759684270503,0.4417757444825689
2_7,2.643358115446909,11.5,53.5,3.3434,3.2283333333333335,5.431666666666667,1.2625,1.686366479049406,0.4183765029610578
20_1,33.52969169255897,3.3333333333333335,68.66666666666667,4.599733333333333,3.4444444444444446,6.212777777777777,1.5416666666666667,2.2044012707722382,0.2889587802191432
20_2,33.52969169255897,3,64,4.1390666666666664,3.844444444444445,6.844444444444445,1.4416666666666669,2.265958183587901,0.5735109364429986
20_3,33.52969169255897,3.6666666666666665,59,3.7034,3.622777777777778,6.424444444444444,1.1566666666666667,2.258476064997804,0.9378229014779216
20_4,33.52969169255897,3.6666666666666665,61,3.4684000000000004,3.8616666666666664,6.721666666666667,1.268333333333333,2.1956015056979323,0.5791719524852958
20_5,33.52969169255897,3,66.66666666666667,4.013066666666667,3.522777777777778,6.363333333333333,1.4466666666666668,2.4595059345059345,0.4966609077015085
20_6,33.52969169255897,3.3333333333333335,59.666666666666664,2.4994000000000005,3.6911111111111112,5.901666666666666,1.4533333333333334,1.7236650610478597,0.8058467365501053
20_7,33.52969169255897,3.6666666666666665,62.333333333333336,3.385066666666667,3.491111111111111,6.4127777777777775,1.33,1.7051767676767675,0.4030841342366473
20_8,33.52969169255897,3,63,3.8850666666666664,3.4255555555555555,5.5616666666666665,1.49,2.0049457899183327,0.315430022650834
21_1,35.016636139451414,6.333333333333333,57,3.203733333333334,3.716666666666667,6.782500000000001,1.4433333333333334,1.4727272727272729,0.520496920259697
21_2,35.016636139451414,3,62,2.7694000000000005,3.4966666666666666,5.953333333333333,1.56,1.5412698412698411,0.2908451890902965
21_3,35.016636139451414,3.5,63.5,4.54815,3.251666666666667,5.985416666666667,1.545,2.7540137181114623,0.5475413080043535
21_4,35.016636139451414,4.333333333333333,57.333333333333336,3.3547333333333333,3.26,5.17,1.4466666666666663,2.837142857142857,0.26682697084716134
21_5,35.016636139451414,3.6666666666666665,62.333333333333336,4.055066666666667,3.9027777777777777,6.420555555555556,1.495,2.589198717948718,0.7552198073192385
21_6,35.016636139451414,7,66.5,4.8579,3.5266666666666664,5.904166666666667,1.825,3.041118421052632,0.02435208629243094
21_8,35.016636139451414,4.333333333333333,65,3.4027333333333334,3.3666666666666667,5.6866666666666665,1.545,1.449074074074074,0.12868086440312695
22_1,36.4997112536466,5.333333333333333,70.33333333333333,1.3076,3.031111111111111,5.607222222222222,1.5733333333333333,3.6249214870433697,0.2787294789436118
22_2,36.4997112536466,5,57.75,2.51065,3.3325,6.3725000000000005,1.41125,2.6124507371559256,0.6578176966124312
22_3,36.4997112536466,3.25,55,3.0589000000000004,3.349166666666666,6.130416666666667,1.395,2.4509419152276295,0.3194122070025173
22_4,36.4997112536466,3.3333333333333335,59.666666666666664,4.641733333333334,3.2816666666666667,5.652777777777778,1.3283333333333334,2.281862745098039,0.6152443052882544
22_7,36.4997112536466,4.333333333333333,62.666666666666664,4.949066666666667,3.752222222222222,6.98,1.415,2.900762761534038,0.3720162724284714
23_1,37.82230438666279,4,60,4.686733333333334,3.6833333333333336,6.946111111111112,1.23,2.384457548265688,0.4264092971650475
23_3,37.82230438666279,5,65,3.5806500000000003,3.3577777777777778,5.759444444444444,1.20125,2.6578947368421053,0.23455238574001927
23_4,37.82230438666279,3.6666666666666665,57.333333333333336,1.7987333333333335,3.2916666666666665,5.553333333333334,1.1766666666666667,1.1650993727182513,0.7830325043549163
23_5,37.82230438666279,5.333333333333333,59.666666666666664,3.3587333333333333,3.6533333333333338,5.8677777777777775,1.268333333333333,2.011100507424037,0.6817451023203193
23_6,37.82230438666279,3.6666666666666665,57,3.7384,3.5766666666666667,6.038333333333333,1.3801666666666668,3.0122377622377625,0.2983094371923818
23_7,37.82230438666279,3,68.5,4.622400000000001,3.5925,5.9175,1.2625000000000002,3.273732718894009,0.3021806853582555
24_1,41.184706639575694,4.5,59.75,3.42265,3.52625,6.164583333333334,1.24125,3.0939970313310696,0.7862474982834939
24_2,41.184706639575694,3.4,60.2,2.4386000000000005,3.5756666666666668,6.139333333333333,1.264,2.6135969388910563,0.8052981218732057
24_3,41.184706639575694,4,70.66666666666667,2.616733333333334,3.489444444444445,5.432777777777778,1.285,2.880503335008452,0.4808030368653029
24_4,41.184706639575694,4,63.5,2.0714,3.724166666666666,6.7325,1.235,2.24640522875817,0.9009848411702231
24_5,41.184706639575694,5.333333333333333,63.5,1.760066666666667,3.215,5.9575,1.355,2.1295896563753707,0.4046437634938071
24_6,41.184706639575694,6.333333333333333,64.33333333333333,3.3987333333333334,3.5533333333333332,5.777777777777778,1.275,2.664800922030447,0.2963260822659423
24_7,41.184706639575694,5,66,2.420266666666667,3.5133333333333336,5.550833333333333,1.278333333333333,3.753010399562123,0.21906676950198328
25_1,43.92776371111732,4.333333333333333,65,3.257066666666667,3.260555555555555,5.571666666666666,1.675,2.1867338168106296,0.2096364827247421
25_2,43.92776371111732,3.6666666666666665,54.333333333333336,2.176066666666667,3.41,6.542777777777777,1.5633333333333332,2.2366080635099683,0.5588676817499465
25_3,43.92776371111732,3.3333333333333335,61.333333333333336,3.875066666666666,3.535555555555556,5.950555555555556,1.4349999999999998,1.9,0.4280700547087362
25_4,43.92776371111732,3,59.5,3.1794,3.546666666666667,5.975416666666667,1.44125,1.6415274147373662,0.4382273384915394
25_5,43.92776371111732,4.666666666666667,59,3.2404,3.5716666666666668,5.903888888888889,1.6616666666666668,1.613598483341472,0.3913508620334939
25_6,43.92776371111732,6,58,1.8379,3.6825,6.169166666666667,1.6025,1.1800834824090638,0.8282822786876328
25_8,43.92776371111732,3.3333333333333335,54.666666666666664,2.982733333333334,3.213888888888889,5.602777777777778,1.39,1.5939234688335049,0.8528419123399118
26_1,45.27544397596537,3.6666666666666665,59,2.6424,3.5755555555555554,6.31,1.5116666666666667,1.869047619047619,0.5923150671107076
26_2,45.27544397596537,4.666666666666667,59.333333333333336,3.6040666666666663,3.865,6.352222222222222,1.4983333333333333,2.31094124428862,0.730970570281719
26_3,45.27544397596537,4.333333333333333,61.666666666666664,3.8334000000000006,3.686111111111111,6.212777777777778,1.4200000000000002,2.025024919351476,0.37255004260795466
26_4,45.27544397596537,4.666666666666667,64.33333333333333,3.1004000000000005,3.697222222222222,6.946666666666666,1.5366666666666666,2.612597869336414,0.49309766481744294
26_5,45.27544397596537,3.3333333333333335,73,3.3514000000000004,3.5733333333333333,6.113333333333333,1.54,1.6533026113671276,0.31761850768832933
26_6,45.27544397596537,3.3333333333333335,73,3.0584,3.536666666666666,6.083333333333333,1.5083333333333333,2.227726574500768,0.2663048216932601
26_7,45.27544397596537,3.3333333333333335,56,1.9746,3.5727777777777776,6.355555555555555,1.4483333333333337,1.397156380441264,0.3027448597184242
26_8,45.27544397596537,3,58.75,3.86115,3.3466666666666667,5.9037500000000005,1.37,2.5330420370930913,0.6297476140528082
27_1,47.27917025686753,3.25,58.25,3.71765,3.565,6.031666666666666,1.4875,2.53645261759361,0.5186878807849045
27_2,47.27917025686753,3.6666666666666665,53.333333333333336,2.8187333333333338,3.685555555555556,6.368888888888889,1.3283333333333334,2.976267011010243,1.0980582294647714
27_3,47.27917025686753,4.333333333333333,54,3.824733333333334,3.913333333333333,6.581666666666667,1.3183333333333334,1.7304038945988098,0.404333199700197
27_4,47.27917025686753,3.6666666666666665,55.666666666666664,3.3780666666666668,3.450555555555556,6.0249999999999995,1.575,2.7122418644157773,0.3908941998381718
27_5,47.27917025686753,3.3333333333333335,55.666666666666664,3.9347333333333334,3.23,5.910555555555556,1.3283333333333334,2.4372040879451067,0.4874875044475696
27_6,47.27917025686753,3.5,61.75,4.568150000000001,3.7070833333333337,6.520416666666667,1.4049999999999998,2.6849559639119542,0.4248547004805008
27_7,47.27917025686753,3,49.333333333333336,2.302066666666667,3.6972222222222224,6.247777777777777,1.5466666666666666,1.044135551948052,0.8453853059569661
27_8,47.27917025686753,3.3333333333333335,61.333333333333336,4.737733333333333,3.6666666666666665,6.128333333333333,1.3283333333333334,2.9184464535290005,0.3815748740607323
3_1,4.492586326551475,6,63.5,4.785900000000001,3.5316666666666667,6.781666666666666,1.2875,2.168831699346405,0.5141770617856619
3_2,4.492586326551475,5,62,3.7584,3.7172222222222224,6.580555555555556,1.1466666666666667,2.040488858863806,0.7820171704271323
3_3,4.492586326551475,4,70.33333333333333,2.3464000000000005,3.2327777777777778,5.536666666666667,1.3316666666666666,0.01162790697674418,0.20874531196726903
3_4,4.492586326551475,6.25,59.25,3.3279000000000005,3.3583333333333334,6.0075,1.17125,2.489537922032201,0.40522551759367775
3_6,4.492586326551475,6,60.5,2.5414000000000003,3.431666666666666,6.2283333333333335,1.2425,2.5666113307457175,0.5763752262532463
3_7,4.492586326551475,5.2,66.5,3.0542,3.547083333333333,6.170416666666667,1.336,2.2957427022284063,0.34570100189902436
4_1,6.515807621583965,8.75,64,4.845650000000001,3.65,5.979166666666667,1.3075,2.548405504108517,0.24404362675802008
4_2,6.515807621583965,4.333333333333333,53.5,3.0197333333333334,3.526666666666667,5.855833333333333,1.225,2.357431749241658,0.3825503355704698
4_3,6.515807621583965,5.333333333333333,72.66666666666667,5.684066666666667,3.5955555555555554,6.188888888888889,1.24,2.278745644599303,0.17296301943444253
4_4,6.515807621583965,3.6666666666666665,69.66666666666667,5.088066666666667,3.7061111111111114,6.597777777777778,1.285,2.868501538714305,0.3327000432384272
4_5,6.515807621583965,5,65.33333333333333,2.679066666666667,3.9333333333333336,6.836666666666667,1.3866666666666667,2.4861576595447565,0.6481610511123278
4_6,6.515807621583965,4,64.33333333333333,4.789066666666668,3.772222222222222,6.762222222222222,1.1933333333333334,2.369704795939818,0.4534912857063311
4_7,6.515807621583965,6.333333333333333,63.666666666666664,1.8014,3.3166666666666664,5.848888888888889,1.465,0.775,0.18881610599163637
4_8,6.515807621583965,6,67.66666666666667,5.694400000000001,3.086666666666667,5.932222222222222,1.1683333333333332,3.3206902787026946,0.3686897068464925
5_1,8.257243194042573,6,64,5.66965,3.507777777777778,5.810555555555555,1.32625,3.1706347783015643,0.2192992512765339
5_2,8.257243194042573,4.666666666666667,71,4.8444,3.633888888888889,6.140555555555555,1.2666666666666668,1.959021487382832,0.2215203809209259
5_3,8.257243194042573,3.6666666666666665,71.5,6.338066666666667,3.560833333333333,5.8525,1.1816666666666666,2.583062108454667,0.20503623607619567
5_4,8.257243194042573,4.333333333333333,63.333333333333336,4.569066666666667,3.624444444444445,5.84,1.2583333333333333,2.0432026307026305,0.21940294151978523
5_5,8.257243194042573,3.75,75,3.952900000000001,3.7083333333333335,6.346111111111111,1.49875,2.9335572974990667,0.23351210503680847
5_6,8.257243194042573,4.666666666666667,71,3.795066666666667,3.865833333333333,7.051666666666666,1.395,3.4161410018552876,0.1881038541264098
5_7,8.257243194042573,3.6666666666666665,63,4.061733333333334,3.631111111111111,6.180555555555555,1.6800000000000002,3.8062704248366015,0.5410990381774612
5_8,8.257243194042573,4.333333333333333,72.33333333333333,4.2224,3.5116666666666667,6.078888888888889,1.4933333333333334,2.7134285231243815,0.513325754705065
6_1,9.440961875831537,5,66.66666666666667,3.3444000000000003,3.3627777777777776,5.871111111111111,1.205,2.563624494059277,0.21303273133197784
6_2,9.440961875831537,6,59.666666666666664,3.8124,3.846111111111111,6.468333333333334,1.235,2.506677658968764,0.5777113279473998
6_3,9.440961875831537,6,59,3.4830666666666663,3.49,6.108333333333333,1.1766666666666667,2.789627360279534,0.6530069287600967
6_4,9.440961875831537,6,56.8,4.2076,3.820333333333333,6.704,1.347,3.3756418673156183,0.699353550717749
6_5,9.440961875831537,6,57.25,2.161150000000001,3.501666666666667,5.80875,1.325,2.6842962356792146,0.7869884089489391
6_6,9.440961875831537,3.6666666666666665,55.333333333333336,4.976733333333334,3.610555555555555,5.958888888888889,1.2200000000000002,2.574379344587885,0.3891910356190808
6_7,9.440961875831537,6,52.333333333333336,3.109066666666667,3.252222222222222,6.129444444444444,1.5266666666666666,2.425340519090519,0.4936529719529977
6_8,9.440961875831537,5,45.333333333333336,2.561733333333333,3.832777777777778,6.640555555555556,1.211666666666667,1.9446578735987603,0.9380887940456984
7_1,10.19629667047448,6.75,62,3.7134,3.814166666666667,6.903333333333333,1.38625,3.301104797979798,0.542777508482792
7_2,10.19629667047448,9.5,66.5,4.790900000000001,4.0408333333333335,7.123333333333333,1.46625,2.5794010889292194,0.10042998184057278
7_3,10.19629667047448,6.333333333333333,59.666666666666664,4.650066666666667,3.493333333333333,5.975,1.3916666666666666,2.5489969954047367,0.5871887141402992
7_4,10.19629667047448,7,60,4.859066666666666,4.165555555555556,7.246666666666667,1.5266666666666666,3.553754538162783,0.5111681255659524
7_5,10.19629667047448,4.333333333333333,64,4.667066666666667,3.820555555555555,6.507222222222222,1.403333333333333,2.0484705465993365,0.5371253892523499
7_6,10.19629667047448,4,64.5,3.955066666666667,3.6608333333333336,6.47,1.3216666666666663,1.33848027436634,0.16920068772544922
7_7,10.19629667047448,4.666666666666667,68.66666666666667,3.2794000000000008,3.441111111111111,6.350555555555555,1.325,2.74875283446712,0.5127360696062288
7_8,10.19629667047448,3.5,65.75,5.55565,3.642083333333334,6.320416666666667,1.5225,2.187507963962537,0.4097270346404111
8_1,11.648537370864588,4,75.5,4.012066666666667,3.7466666666666666,6.490833333333333,1.4200000000000002,1.885477582846004,0.23758329040727144
8_2,11.648537370864588,6.333333333333333,61,3.541733333333333,3.7958333333333334,7.51,1.4566666666666668,2.5392080479452055,0.5511990362534352
8_3,11.648537370864588,6,65.33333333333333,3.351066666666666,3.7466666666666666,7.186111111111111,1.5983333333333334,2.8855030721966206,0.6213345004575659
8_4,11.648537370864588,6.333333333333333,62.666666666666664,3.745066666666667,3.719444444444445,6.192777777777778,1.3533333333333333,2.4437736161979817,0.7043399316434065
8_5,11.648537370864588,4.666666666666667,60,3.749066666666667,3.3344444444444443,6.312777777777778,1.5266666666666666,1.847991157778392,1.0819048296464897
8_6,11.648537370864588,5.333333333333333,63,4.120733333333333,3.5277777777777777,6.725555555555555,1.36,2.2550463383109207,0.8378282182783001
8_7,11.648537370864588,5.8,61.4,4.1576,3.838,6.417666666666667,1.351,2.4513616268788683,0.6429189917259958
8_8,11.648537370864588,3.25,62.75,2.82465,3.6154166666666665,6.414166666666667,1.47125,2.4838997241922773,0.8825164179632876
9_1,13.369577165605406,7.333333333333333,59,2.6954000000000007,3.6283333333333334,6.415,1.48,2.147748246585456,0.4283099601790705
9_2,13.369577165605406,5.333333333333333,68.66666666666667,3.3097333333333343,3.261111111111111,5.715000000000001,1.2816666666666667,1.3150510204081631,0.3458888933650244
9_3,13.369577165605406,5.666666666666667,67.33333333333333,3.151066666666667,3.8822222222222225,6.268888888888889,1.2066666666666668,3.4534469696969694,0.5041044302458427
9_6,13.369577165605406,7,66,5.543400000000001,4.273333333333333,7.022500000000001,1.4275,1.4966107617051012,0.3282822816322113
9_7,13.369577165605406,4,65.5,6.9139,3.8308333333333335,6.693333333333333,1.5225,0.05769230769230769,0.24650342064536665
9_8,13.369577165605406,6.666666666666667,64,5.360400000000001,3.8427777777777776,6.548888888888889,1.245,2.753721945739618,0.2702783374375047
